Food_Code,Food_Name,Nutrient_Payload
G033,[G033] Turmeric powder (Curcuma domestica),"Macronutrients [Protein: 7.66±0.44g, Fat: 6.13±0.38g, Carbs: 49.22±0.55g] | Water-Soluble Vitamins [Folate (B9): 0.76±0.14 mcg, Vitamin C: 13.86±2.38 mg, B1: 6 mg, B2: 0.06±0.004 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 18.67±1.38 mcg, Vitamin E: 12.80±1.26 mg] | Minerals [Calcium: 12.55±2.14 mg, Iron: 1.84±0.52 mg, Magnesium: 0.001±0.002 mg, Zinc: 122±20.9 mg] | Minerals [Calcium: 260±16.2 mg, Iron: 8.09±1.55 mg, Magnesium: 1.93±0.52 mg, Zinc: 0.047±0.048 mg]"
H001,[H001] Almond (Prunus amygdalus),"Macronutrients [Protein: 18.41±0.04g, Fat: 2.62±0.13g, Carbs: 3.04±0.24g] | Water-Soluble Vitamins [Folate (B9): 36.46±5.67 mcg, Vitamin C: 0.74±0.07 mg, B1: 6 mg, B2: 0.15±0.024 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 1.61±0.16 mcg, Vitamin E: 8.40±0.93 mg] | Minerals [Calcium: 0.88±0.32 mg, Iron: 228±10.2 mg, Magnesium: 0.006±0.003 mg, Zinc: 0.007±0.002 mg] | Minerals [Calcium: 318±49.5 mg, Iron: 2.54±0.20 mg, Magnesium: 0.033±0.012 mg, Zinc: 0.130±0.027 mg]"
H002,"[H002] Arecanut, dried, brown (Areca catechu)","Macronutrients [Protein: 5.78±0.45g, Fat: 1.39±0.09g, Carbs: 70.42±0.81g] | Water-Soluble Vitamins [Folate (B9): 1.66±0.16 mcg, Vitamin C: 7.54±0.86 mg, B1: 6 mg, B2: 0.04±0.012 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 12.77±1.10 mcg, Vitamin E: 3.78±0.57 mg] | Minerals [Calcium: 1.68±0.97 mg, Iron: 61±13.25 mg, Magnesium: 0.045±0.020 mg, Zinc: 0.003±0.003 mg] | Minerals [Calcium: 76.39±17.49 mg, Iron: 2.14±0.75 mg, Magnesium: 0.005±0.003 mg, Zinc: 0.111±0.057 mg]"
H003,"[H003] Arecanut, dried, red color (Areca catechu)","Macronutrients [Protein: 6.46±0.51g, Fat: 1.41±0.04g, Carbs: 70.27±0.96g] | Water-Soluble Vitamins [Folate (B9): 2.94±0.17 mcg, Vitamin C: 8.57±0.46 mg, B1: 3 mg, B2: 0.03±0.007 mg] | Fat-Soluble Vitamins [Vitamin A: 3 mcg, Vitamin D2: 12.60±1.17 mcg, Vitamin E: 3.90±0.55 mg] | Minerals [Calcium: 1.05±0.33 mg, Iron: 0.001±0.000 mg, Magnesium: 51±11.33 mg, Zinc: 0.029±0.016 mg] | Minerals [Calcium: 91.01±14.45 mg, Iron: 2.32±0.84 mg, Magnesium: 0.022±0.036 mg, Zinc: 0.104±0.019 mg]"
H004,"[H004] Arecanut, fresh (Areca catechu)","Macronutrients [Protein: 2.73g, Fat: 1.43g, Carbs: 45.00g] | Water-Soluble Vitamins [Folate (B9): 1.70 mcg, Vitamin C: 26.51 mg, B1: 2 mg, B2: 0.038 mg] | Fat-Soluble Vitamins [Vitamin A: 2 mcg, Vitamin D2: 11.03 mcg, Vitamin E: 3.71 mg] | Minerals [Calcium: 47.60 mg, Iron: 1.36 mg, Magnesium: 90.48 mg, Zinc: 329 mg]"
H005,[H005] Cashew nut (Anacardium occidentale),"Macronutrients [Protein: 18.78±0.58g, Fat: 2.25±0.08g, Carbs: 25.46±0.70g] | Water-Soluble Vitamins [Folate (B9): 2.58±0.33 mcg, Vitamin C: 25.20±5.11 mg, B1: 6 mg, B2: 0.61±0.042 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 3.85±0.23 mcg, Vitamin E: 1.83±0.21 mg] | Minerals [Calcium: 0.18±0.11 mg, Iron: 34±2.98 mg, Magnesium: 0.002±0.001 mg, Zinc: 0.004±0.001 mg] | Minerals [Calcium: 307±46.6 mg, Iron: 1.78±0.08 mg, Magnesium: 0.025±0.011 mg, Zinc: 0.607±0.145 mg]"
H006,"[H006] Coconut, kernel, dry (Cocos nucifera)","Macronutrients [Protein: 7.27±0.02g, Fat: 1.61±0.17g, Carbs: 8.01±1.02g] | Water-Soluble Vitamins [Folate (B9): 1.01±0.07 mcg, Vitamin C: 24.27±3.16 mg, B1: 6 mg, B2: 0.04±0.005 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 6.02±0.54 mcg, Vitamin E: 2.88±0.57 mg] | Minerals [Calcium: 0.41±0.05 mg, Iron: 0.001±0.000 mg, Magnesium: 32±4.51 mg, Zinc: 0.013±0.012 mg] | Minerals [Calcium: 97.21±14.66 mg, Iron: 1.61±0.40 mg, Magnesium: 2.10±0.65 mg, Zinc: 0.025±0.013 mg]"
H007,"[H007] Coconut, kernel, fresh (Cocos nucifera)","Macronutrients [Protein: 3.84±0.04g, Fat: 1.93±0.15g, Carbs: 6.30±0.43g] | Water-Soluble Vitamins [Folate (B9): 25.41±2.66 mcg, Vitamin C: 0.80±0.24 mg, B1: 6 mg, B2: 0.03±0.003 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 2.39±1.11 mcg, Vitamin E: 23.22±1.76 mg] | Minerals [Calcium: 0.03±0.01 mg, Iron: 0.001±0.000 mg, Magnesium: 8±1.42 mg, Zinc: 0.003±0.002 mg] | Minerals [Calcium: 35±11.30 mg, Iron: 0.74±0.15 mg, Magnesium: 0.012±0.008 mg, Zinc: 0.050±0.025 mg]"
H008,"[H008] Garden cress, seeds (Lepidium sativum)","Macronutrients [Protein: 23.36±0.32g, Fat: 6.37±0.11g, Carbs: 33.66±0.50g] | Water-Soluble Vitamins [Folate (B9): 8.66±0.62 mcg, Vitamin C: 30.92±6.34 mg, B1: 5 mg, B2: 0.52±0.023 mg] | Fat-Soluble Vitamins [Vitamin A: 5 mcg, Vitamin D2: 1.92±0.11 mcg, Vitamin E: 24.66±3.01 mg] | Minerals [Calcium: 11.01±10.33 mg, Iron: 0.008±0.003 mg, Magnesium: 318±54.8 mg, Zinc: 0.019±0.010 mg] | Minerals [Calcium: 307±11.9 mg, Iron: 2.87±0.35 mg, Magnesium: 0.033±0.007 mg, Zinc: 0.128±0.045 mg]"
H009,"[H009] Gingelly seeds, black (Sesamum indicum)","Macronutrients [Protein: 19.17±0.64g, Fat: 5.78±0.22g, Carbs: 10.29±0.74g] | Water-Soluble Vitamins [Folate (B9): 3.06±0.39 mcg, Vitamin C: 127±11.8 mg, B1: 6 mg, B2: 0.34±0.027 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 67.83±4.18 mcg, Vitamin E: 110±6.1 mg] | Minerals [Calcium: 2.08±0.32 mg, Iron: 0.004±0.002 mg, Magnesium: 1664±329 mg, Zinc: 0.029±0.014 mg] | Minerals [Calcium: 390±53.1 mg, Iron: 2.53±0.32 mg, Magnesium: 0.075±0.021 mg, Zinc: 0.262±0.100 mg]"
H010,"[H010] Gingelly seeds, brown (Sesamum indicum)","Macronutrients [Protein: 21.61±0.71g, Fat: 4.58±0.13g, Carbs: 9.76±1.01g] | Water-Soluble Vitamins [Folate (B9): 3.48±0.24 mcg, Vitamin C: 92.63±5.90 mg, B1: 4 mg, B2: 0.27±0.025 mg] | Fat-Soluble Vitamins [Vitamin A: 4 mcg, Vitamin D2: 76.51±2.78 mcg, Vitamin E: 113±7.6 mg] | Minerals [Calcium: 2.50±0.69 mg, Iron: 0.001±0.001 mg, Magnesium: 1174±189 mg, Zinc: 0.020±0.009 mg] | Minerals [Calcium: 328±13.3 mg, Iron: 1.76±0.19 mg, Magnesium: 0.114±0.029 mg, Zinc: 0.113±0.030 mg]"
H011,"[H011] Gingelly seeds, white (Sesamum indicum)","Macronutrients [Protein: 21.70±0.44g, Fat: 4.13±0.16g, Carbs: 10.83±0.50g] | Water-Soluble Vitamins [Folate (B9): 3.46±0.46 mcg, Vitamin C: 131±4.3 mg, B1: 5 mg, B2: 0.36±0.047 mg] | Fat-Soluble Vitamins [Vitamin A: 5 mcg, Vitamin D2: 62.74±3.34 mcg, Vitamin E: 106±2.4 mg] | Minerals [Calcium: 372±39.9 mg, Iron: 1.74±0.15 mg, Magnesium: 0.126±0.036 mg, Zinc: 0.116±0.039 mg]"
H012,[H012] Ground nut (Arachis hypogaea),"Macronutrients [Protein: 23.65±0.85g, Fat: 2.11±0.07g, Carbs: 17.27±0.33g] | Water-Soluble Vitamins [Folate (B9): 1.61±0.22 mcg, Vitamin C: 90.87±4.80 mg, B1: 6 mg, B2: 0.57±0.052 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 7.10±0.72 mcg, Vitamin E: 2.50±0.75 mg] | Minerals [Calcium: 3.16±0.39 mg, Iron: 0.002±0.001 mg, Magnesium: 54±7.37 mg, Zinc: 0.007±0.002 mg] | Minerals [Calcium: 197±15.5 mg, Iron: 1.62±0.07 mg, Magnesium: 1.37±0.00 mg, Zinc: 0.108±0.024 mg]"
H013,[H013] Mustard seeds (Brassica nigra),"Macronutrients [Protein: 19.51±0.23g, Fat: 3.73±0.05g, Carbs: 16.80±0.71g] | Water-Soluble Vitamins [Folate (B9): 1.45±0.36 mcg, Vitamin C: 94.88±4.67 mg, B1: 6 mg, B2: 0.55±0.065 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 31.79±1.56 mcg, Vitamin E: 8.20±1.27 mg] | Minerals [Calcium: 7.78±1.60 mg, Iron: 5.84±1.58 mg, Magnesium: 0.004±0.002 mg, Zinc: 402±54.0 mg] | Minerals [Calcium: 266±47.3 mg, Iron: 4.23±1.18 mg, Magnesium: 0.028±0.010 mg, Zinc: 0.076±0.036 mg]"
H014,[H014] Linseeds (Linum usitatissimum),"Macronutrients [Protein: 18.55±0.15g, Fat: 3.15±0.10g, Carbs: 10.99±0.86g] | Water-Soluble Vitamins [Folate (B9): 21.25±0.49 mcg, Vitamin C: 86.50±2.75 mg, B1: 6 mg, B2: 0.28±0.018 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 0.55±0.13 mcg, Vitamin E: 19.17±0.70 mg] | Minerals [Calcium: 8.25±3.18 mg, Iron: 0.009±0.002 mg, Magnesium: 257±14.0 mg, Zinc: 0.001±0.000 mg] | Minerals [Calcium: 349±19.8 mg, Iron: 2.14±0.23 mg, Magnesium: 0.022±0.009 mg, Zinc: 0.171±0.052 mg]"
H015,"[H015] Niger seeds, black (Guizotia abyssinica)","Macronutrients [Protein: 18.92±1.61g, Fat: 3.91±0.26g, Carbs: 22.98±2.64g] | Water-Soluble Vitamins [Folate (B9): 2.37±0.11 mcg, Vitamin C: 140±29.3 mg, B1: 4 mg, B2: 0.46±0.043 mg] | Fat-Soluble Vitamins [Vitamin A: 4 mcg, Vitamin D2: 2.52±0.41 mcg, Vitamin E: 110±13.5 mg] | Minerals [Calcium: 11.94±3.46 mg, Iron: 3.35±0.16 mg, Magnesium: 0.001±0.001 mg, Zinc: 572±37.1 mg] | Minerals [Calcium: 346±41.0 mg, Iron: 3.08±0.19 mg, Magnesium: 0.030±0.018 mg, Zinc: 0.257±0.036 mg]"
H016,"[H016] Niger seeds, gray (Guizotia abyssinica)","Macronutrients [Protein: 18.34±2.11g, Fat: 4.92±0.22g, Carbs: 20.59±1.85g] | Water-Soluble Vitamins [Folate (B9): 2.40±0.29 mcg, Vitamin C: 73.13±4.56 mg, B1: 5 mg, B2: 0.38±0.064 mg] | Fat-Soluble Vitamins [Vitamin A: 5 mcg, Vitamin D2: 2.70±0.18 mcg, Vitamin E: 105±14.3 mg] | Minerals [Calcium: 13.84±2.87 mg, Iron: 3.02±0.38 mg, Magnesium: 0.004±0.006 mg, Zinc: 375±58.1 mg] | Minerals [Calcium: 379±69.3 mg, Iron: 4.44±0.14 mg, Magnesium: 0.048±0.026 mg, Zinc: 0.293±0.104 mg]"
H017,[H017] Pine seed (Pinus sp.),"Macronutrients [Protein: 12.55±0.25g, Fat: 2.78±0.10g, Carbs: 26.77±0.35g] | Water-Soluble Vitamins [Folate (B9): 18.46±0.62 mcg, Vitamin C: 31.64±2.70 mg, B1: 5 mg, B2: 0.36±0.051 mg] | Fat-Soluble Vitamins [Vitamin A: 5 mcg, Vitamin D2: 0.61±0.08 mcg, Vitamin E: 44.55±2.44 mg] | Minerals [Calcium: 7.00±1.48 mg, Iron: 0.004±0.001 mg, Magnesium: 17±1.27 mg, Zinc: 0.002±0.001 mg] | Minerals [Calcium: 268±18.7 mg, Iron: 7.92±0.55 mg, Magnesium: 0.033±0.021 mg, Zinc: 0.191±0.045 mg]"
H018,[H018] Pistachio nuts (Pistacia vera),"Macronutrients [Protein: 23.35±0.35g, Fat: 3.02±0.13g, Carbs: 15.82±0.52g] | Water-Soluble Vitamins [Folate (B9): 11.82±2.20 mcg, Vitamin C: 64.90±7.22 mg, B1: 6 mg, B2: 0.98±0.144 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 1.80±0.34 mcg, Vitamin E: 18.65±0.70 mg] | Minerals [Calcium: 3.09±0.56 mg, Iron: 0.001±0.000 mg, Magnesium: 135±22.4 mg, Zinc: 0.003±0.004 mg] | Minerals [Calcium: 149±3.0 mg, Iron: 0.87±0.06 mg, Magnesium: 0.65±0.33 mg, Zinc: 0.022±0.003 mg]"
H019,[H019] Safflower seeds (Carthamus tinctorius),"Macronutrients [Protein: 17.66±0.54g, Fat: 2.57±0.15g, Carbs: 30.18±1.20g] | Water-Soluble Vitamins [Folate (B9): 17.37±2.17 mcg, Vitamin C: 82.41±1.80 mg, B1: 5 mg, B2: 0.85±0.019 mg] | Fat-Soluble Vitamins [Vitamin A: 5 mcg, Vitamin D2: 1.91±0.17 mcg, Vitamin E: 8.80±1.13 mg] | Minerals [Calcium: 1.19±0.21 mg, Iron: 0.005±0.002 mg, Magnesium: 211±14.5 mg, Zinc: 0.003±0.002 mg] | Minerals [Calcium: 321±49.5 mg, Iron: 0.56±0.81 mg, Magnesium: 0.36±0.10 mg, Zinc: 0.020±0.010 mg]"
H020,[H020] Sunflower seeds (Helianthus annuus),"Macronutrients [Protein: 23.53±0.56g, Fat: 3.44±0.26g, Carbs: 6.85±0.99g] | Water-Soluble Vitamins [Folate (B9): 2.44±0.18 mcg, Vitamin C: 81.79±21.37 mg, B1: 5 mg, B2: 0.59±0.064 mg] | Fat-Soluble Vitamins [Vitamin A: 5 mcg, Vitamin D2: 1.54±0.18 mcg, Vitamin E: 9.20±0.89 mg] | Minerals [Calcium: 1.33±0.51 mg, Iron: 0.005±0.000 mg, Magnesium: 176±27.0 mg, Zinc: 0.009±0.002 mg] | Minerals [Calcium: 413±33.5 mg, Iron: 2.35±0.91 mg, Magnesium: 0.047±0.020 mg, Zinc: 0.322±0.144 mg]"
H021,[H021] Walnut (Juglans regia),"Macronutrients [Protein: 14.92±0.62g, Fat: 1.72±0.08g, Carbs: 10.14±0.69g] | Water-Soluble Vitamins [Folate (B9): 57.95±9.72 mcg, Vitamin C: 0.88±0.10 mg, B1: 6 mg, B2: 0.40±0.020 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 46.31±2.64 mcg, Vitamin E: 84.92±1.55 mg] | Minerals [Calcium: 0.37±0.15 mg, Iron: 0.46±0.52 mg, Magnesium: 105±5.9 mg, Zinc: 0.006±0.007 mg] | Minerals [Calcium: 180±16.2 mg, Iron: 3.47±0.32 mg, Magnesium: 0.020±0.006 mg, Zinc: 0.300±0.079 mg]"
I001,"[I001] Jaggery, cane (Saccharum officinarum)","Macronutrients [Protein: 1.85±0.19g, Fat: 1.92±0.17g, Carbs: 84.87±0.63g] | Water-Soluble Vitamins [Folate (B9): 0.58±0.06 mcg, Vitamin C: 14.40±2.40 mg, B1: 6 mg, B2: 0.04±0.006 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 0.47±0.06 mcg, Vitamin E: 0.04±0.01 mg] | Minerals [Calcium: 2.40±0.82 mg, Iron: 107±19.7 mg, Magnesium: 0.011±0.006 mg, Zinc: 0.006±0.004 mg] | Minerals [Calcium: 115±27.9 mg, Iron: 0.72±0.39 mg, Magnesium: 0.017±0.006 mg, Zinc: 74.53±12.20 mg]"
I002,"[I002] Sugarcane, juice (Saccharum officinarum)","Macronutrients [Protein: 0.16±0.03g, Fat: 0.23±0.02g, Carbs: 13.11±0.93g] | Water-Soluble Vitamins [Folate (B9): 44.53±4.14 mcg, Vitamin C: 6.73±1.56 mg, B1: 6 mg, B2: 0.03±0.003 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 0.41±0.01 mcg, Vitamin E: 0.02±0.01 mg] | Minerals [Calcium: 0.14±0.12 mg, Iron: 18±4.07 mg, Magnesium: 0.002±0.000 mg, Zinc: 0.001±0.000 mg] | Minerals [Calcium: 13.03±6.37 mg, Iron: 0.33±0.23 mg, Magnesium: 0.002±0.000 mg, Zinc: 22.08±5.08 mg]"
J001,"[J001] Button mushroom, fresh (Agaricus sp.)","Macronutrients [Protein: 3.68g, Fat: 0.71g, Carbs: 1.98g] | Water-Soluble Vitamins [Folate (B9): 9.23 mcg, Vitamin C: 8.28 mg, B1: 1 mg, B2: 0.01 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 20.54 mcg, Vitamin E: 12.50 mg] | Minerals [Calcium: 0.13 mg, Iron: 0.15 mg, Magnesium: 0.288 mg, Zinc: 18.38 mg] | Minerals [Calcium: 18.30 mg, Iron: 0.15 mg, Magnesium: 0.002 mg, Zinc: 0.009 mg]"
J002,"[J002] Chicken mushroom, fresh (Lactiporus sp.)","Macronutrients [Protein: 1.84g, Fat: 0.74g, Carbs: 2.76g] | Water-Soluble Vitamins [Folate (B9): 11.13 mcg, Vitamin C: 0.45 mg, B1: 1 mg, B2: 0.37 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 27.58 mcg, Vitamin E: 16.29 mg] | Minerals [Calcium: 10.78 mg, Iron: 0.18 mg, Magnesium: 79.74 mg, Zinc: 340 mg]"
J003,"[J003] Shiitake mushroom, fresh (Lentinula sp.)","Macronutrients [Protein: 3.19g, Fat: 1.11g, Carbs: 8.98g] | Water-Soluble Vitamins [Folate (B9): 10.60 mcg, Vitamin C: 10.92 mg, B1: 1 mg, B2: 0.05 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 36.40 mcg, Vitamin E: 12.50 mg] | Minerals [Calcium: 0.51 mg, Iron: 2.54 mg, Magnesium: 1.154 mg, Zinc: 5.30 mg] | Minerals [Calcium: 24.47 mg, Iron: 0.13 mg, Magnesium: 0.15 mg, Zinc: 0.002 mg]"
J004,"[J004] Oyster mushroom, dried (Pleurotus sp.)","Macronutrients [Protein: 19.04g, Fat: 1.41g, Carbs: 33.07g] | Water-Soluble Vitamins [Folate (B9): 22.51 mcg, Vitamin C: 10.40 mg, B1: 1 mg, B2: 0.24 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 109 mcg, Vitamin E: 11.80 mg] | Minerals [Calcium: 5.17 mg, Iron: 1.95 mg, Magnesium: 3.591 mg, Zinc: 23.61 mg] | Minerals [Calcium: 136 mg, Iron: 1.02 mg, Magnesium: 5.01 mg, Zinc: 0.004 mg]"
K001,[K001] Toddy (Borassus flabellifer),"Macronutrients [Protein: 0.18±0.05g, Fat: 0.21±0.03g, Carbs: 5.72±0.55g] | Water-Soluble Vitamins [Folate (B9): 0.73±0.11 mcg, Vitamin C: 0.92±0.25 mg, B1: 10 mg, B2: 0.01±0.002 mg] | Fat-Soluble Vitamins [Vitamin A: 10 mcg, Vitamin D2: 0.02±0.01 mcg, Vitamin E: 0.01±0.00 mg] | Minerals [Calcium: 3.99±0.64 mg, Iron: 0.02±0.01 mg, Magnesium: 5.82±1.31 mg, Zinc: 83.54±17.52 mg]"
K002,[K002] Coconut Water (Cocos nucifera),"Macronutrients [Protein: 0.26±0.04g, Fat: 0.65±0.06g, Carbs: 3.16±0.39g] | Water-Soluble Vitamins [Folate (B9): 10.88±1.86 mcg, Vitamin C: 0.64±0.11 mg, B1: 6 mg, B2: 0.01±0.000 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 0.45±0.03 mcg, Vitamin E: 2.69±0.18 mg] | Minerals [Calcium: 0.04±0.02 mg, Iron: 27.47±4.28 mg, Magnesium: 0.001±0.001 mg, Zinc: 0.02±0.01 mg] | Minerals [Calcium: 18.19±6.03 mg, Iron: 0.48±0.16 mg, Magnesium: 0.043±0.034 mg, Zinc: 18.05±7.06 mg]"
L001,"[L001] Milk, whole, Buffalo","Macronutrients [Protein: 3.68±0.13g, Fat: 0.67±0.02g, Carbs: 8.39±0.71g] | Water-Soluble Vitamins [Folate (B9): 8.57±0.44 mcg, Vitamin C: 2.37±0.19 mg, B1: 6 mg, B2: 0.05±0.006 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 0.12±0.02 mcg, Vitamin E: 0.19±0.02 mg] | Minerals [Calcium: 0.01±0.00 mg, Iron: 121±3.0 mg, Magnesium: 0.004±0.001 mg, Zinc: 0.005±0.001 mg] | Minerals [Calcium: 10.05±1.46 mg, Iron: 0.01±0.00 mg, Magnesium: 86.94±6.27 mg, Zinc: 109±5.6 mg]"
L002,"[L002] Milk, whole, Cow","Macronutrients [Protein: 3.26±0.06g, Fat: 0.68±0.02g, Carbs: 4.94±1.02g] | Water-Soluble Vitamins [Folate (B9): 7.03±0.39 mcg, Vitamin C: 2.01±0.28 mg, B1: 6 mg, B2: 0.03±0.006 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 0.14±0.02 mcg, Vitamin E: 0.22±0.02 mg] | Minerals [Calcium: 0.01±0.00 mg, Iron: 118±2.9 mg, Magnesium: 0.004±0.001 mg, Zinc: 0.004±0.001 mg] | Minerals [Calcium: 8.28±1.38 mg, Iron: 0.01±0.00 mg, Magnesium: 96.56±9.10 mg, Zinc: 115±4.1 mg]"
L003,[L003] Paneer,"Macronutrients [Protein: 18.86±0.75g, Fat: 1.98±0.08g, Carbs: 2.41±0.12g] | Water-Soluble Vitamins [Folate (B9): 21.04±0.57 mcg, Vitamin C: 93.31±14.37 mg, B1: 6 mg, B2: 0.02±0.000 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 0.13±0.04 mcg, Vitamin E: 0.02±0.01 mg] | Minerals [Calcium: 2.53±0.51 mg, Iron: 476±35.7 mg, Magnesium: 0.110±0.012 mg, Zinc: 0.001±0.001 mg] | Minerals [Calcium: 26.62±1.87 mg, Iron: 0.13±0.05 mg, Magnesium: 0.010±0.006 mg, Zinc: 330±34.6 mg]"
L004,[L004] Khoa,"Macronutrients [Protein: 16.34±0.61g, Fat: 4.00±0.14g, Carbs: 16.53±1.26g] | Water-Soluble Vitamins [Folate (B9): 20.39±0.86 mcg, Vitamin C: 94.25±8.57 mg, B1: 6 mg, B2: 0.11±0.013 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 0.12±0.03 mcg, Vitamin E: 0.03±0.02 mg] | Minerals [Calcium: 3.36±0.34 mg, Iron: 2.89±0.95 mg, Magnesium: 602±79.7 mg, Zinc: 0.119±0.011 mg] | Minerals [Calcium: 58.53±6.04 mg, Iron: 0.08±0.03 mg, Magnesium: 0.008±0.001 mg, Zinc: 476±47.4 mg]"
M001,"[M001] Egg, poultry, whole, raw","Macronutrients [Protein: 13.28±0.29g, Fat: 0.81±0.04g, Carbs: 9.15±0.14g] | Water-Soluble Vitamins [Folate (B9): 18.24±1.33 mcg, Vitamin C: 49.32±2.35 mg, B1: 6 mg, B2: 0.06±0.01 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 198±6.7 mcg, Vitamin E: 14.61±0.27 mg]"
M002,"[M002] Egg, poultry, white, raw","Macronutrients [Protein: 10.84±0.07g, Fat: 0.75±0.03g, Carbs: 0.06±0.01g] | Water-Soluble Vitamins [Folate (B9): 4.36±0.84 mcg, Vitamin C: 4.96±0.39 mg, B1: 6 mg, B2: 0.02±0.01 mg]"
M003,"[M003] Egg, poultry, yolk, raw","Macronutrients [Protein: 15.74±0.33g, Fat: 1.05±0.05g, Carbs: 26.34±0.17g] | Water-Soluble Vitamins [Folate (B9): 65.22±5.01 mcg, Vitamin C: 112±6.1 mg, B1: 6 mg, B2: 0.11±0.01 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 539±26.2 mcg, Vitamin E: 45.14±3.21 mg]"
M004,"[M004] Egg, poultry, whole, boiled","Macronutrients [Protein: 13.43±0.28g, Fat: 0.86±0.04g, Carbs: 10.54±0.19g] | Water-Soluble Vitamins [Folate (B9): 15.36±1.41 mcg, Vitamin C: 48.25±2.37 mg, B1: 6 mg, B2: 0.06±0.01 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 180±10.5 mcg, Vitamin E: 13.02±1.35 mg]"
M005,"[M005] Egg, poultry, white, boiled","Macronutrients [Protein: 12.37±0.16g, Fat: 0.81±0.04g, Carbs: 0.26±0.02g] | Water-Soluble Vitamins [Folate (B9): 4.37±0.27 mcg, Vitamin C: 4.10±0.21 mg, B1: 6 mg, B2: 0.02±0.01 mg]"
M006,"[M006] Egg, poultry, yolk, boiled","Macronutrients [Protein: 16.13±0.45g, Fat: 1.38±0.14g, Carbs: 27.46±0.24g] | Water-Soluble Vitamins [Folate (B9): 58.43±6.73 mcg, Vitamin C: 110±6.1 mg, B1: 6 mg, B2: 0.17±0.01 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 456±31.2 mcg, Vitamin E: 40.29±6.52 mg]"
M007,"[M007] Egg, poultry, omlet","Macronutrients [Protein: 16.53±0.43g, Fat: 0.96±0.03g, Carbs: 11.60±0.22g] | Water-Soluble Vitamins [Folate (B9): 17.13±2.25 mcg, Vitamin C: 37.66±1.03 mg, B1: 3 mg, B2: 0.11±0.02 mg] | Fat-Soluble Vitamins [Vitamin A: 3 mcg, Vitamin D2: 181±18.0 mcg, Vitamin E: 16.62±1.49 mg]"
M008,"[M008] Egg, country hen, whole, raw","Macronutrients [Protein: 13.14g, Fat: 0.86g, Carbs: 13.00g] | Water-Soluble Vitamins [Folate (B9): 19.35 mcg, Vitamin C: 54.60 mg, B1: 1 mg, B2: 0.14 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 206 mcg, Vitamin E: 64.00 mg]"
M009,"[M009] Egg, country hen, whole, boiled","Macronutrients [Protein: 14.43g, Fat: 0.94g, Carbs: 14.10g] | Water-Soluble Vitamins [Folate (B9): 20.15 mcg, Vitamin C: 59.98 mg, B1: 1 mg, B2: 0.11 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 195 mcg, Vitamin E: 60.00 mg]"
M010,"[M010] Egg, country hen, omlet","Macronutrients [Protein: 14.80g, Fat: 1.08g, Carbs: 16.30g] | Water-Soluble Vitamins [Folate (B9): 18.55 mcg, Vitamin C: 58.79 mg, B1: 1 mg, B2: 0.14 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 202 mcg, Vitamin E: 66.00 mg]"
