Food_Code,Food_Name,Nutrient_Payload
B020,"[B020] Rajmah, red (Phaseolus vulgaris)","Macronutrients [Protein: 0.19±0.018g, Fat: 2.42±0.15g, Carbs: 0.77±0.18g] | Water-Soluble Vitamins [Folate (B9): 0.23±0.01 mcg, Vitamin C: 4.90±0.85 mg, B1: 3 mg, B2: 26.73±3.93 mg] | Fat-Soluble Vitamins [Vitamin A: 3 mcg, Vitamin D2: 6.76±2.55 mcg, Vitamin E: 103±29.2 mg] | Minerals [Calcium: 173±9.7 mg, Iron: 1.24±0.11 mg, Magnesium: 0.054±0.035 mg, Zinc: 0.203±0.085 mg]"
B021,"[B021] Red gram, dal (Cajanus cajan)","Macronutrients [Protein: 0.11±0.006g, Fat: 2.09±0.14g, Carbs: 0.31±0.04g] | Water-Soluble Vitamins [Folate (B9): 0.19±0.02 mcg, Vitamin C: 42.25±7.70 mg, B1: 6 mg, B2: 2.12±0.08 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 11.69±1.31 mcg, Vitamin E: 484±90.6 mg] | Minerals [Calcium: 119±15.3 mg, Iron: 1.12±0.08 mg, Magnesium: 1.56±0.34 mg, Zinc: 0.131±0.080 mg]"
B022,"[B022] Red gram, whole (Cajanus cajan)","Macronutrients [Protein: 0.15±0.015g, Fat: 2.42±0.18g, Carbs: 0.65±0.04g] | Water-Soluble Vitamins [Folate (B9): 0.80±0.06 mcg, Vitamin C: 91.83±7.96 mg, B1: 6 mg, B2: 2.78±0.05 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 25.25±6.15 mcg, Vitamin E: 579±44.8 mg] | Minerals [Calcium: 155±23.1 mg, Iron: 1.34±0.29 mg, Magnesium: 2.22±0.47 mg, Zinc: 0.087±0.054 mg]"
B023,[B023] Ricebean (Vigna umbellata),"Macronutrients [Protein: 0.14g, Fat: 2.32g, Carbs: 122g] | Water-Soluble Vitamins [Folate (B9): 1.06 mcg, Vitamin C: 21.85 mg, B1: 1 mg, B2: 8.26 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 6.88 mcg, Vitamin E: 29.02 mg] | Minerals [Calcium: 201 mg, Iron: 1.68 mg, Magnesium: 270 mg, Zinc: 1196 mg]"
B024,"[B024] Soybean, brown (Glycine max)","Macronutrients [Protein: 0.24±0.002g, Fat: 2.12±0.14g, Carbs: 0.73±0.09g] | Water-Soluble Vitamins [Folate (B9): 1.29±0.04 mcg, Vitamin C: 45.80±8.48 mg, B1: 6 mg, B2: 66.22±5.10 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 35.47±13.69 mcg, Vitamin E: 262±22.4 mg] | Minerals [Calcium: 259±40.2 mg, Iron: 2.69±0.37 mg, Magnesium: 1.15±0.30 mg, Zinc: 0.157±0.108 mg]"
B025,"[B025] Soybean, white (Glycine max)","Macronutrients [Protein: 0.23g, Fat: 2.28g, Carbs: 0.77g] | Water-Soluble Vitamins [Folate (B9): 1.33 mcg, Vitamin C: 46.20 mg, B1: 1 mg, B2: 69.81 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 28.50 mcg, Vitamin E: 282 mg] | Minerals [Calcium: 189 mg, Iron: 2.27 mg, Magnesium: 0.156 mg, Zinc: 0.169 mg]"
C001,[C001] Agathi leaves (Sesbania grandiflora),"Macronutrients [Protein: 0.33g, Fat: 1.18g, Carbs: 120g] | Water-Soluble Vitamins [Folate (B9): 1.77 mcg, Vitamin C: 269 mg, B1: 1 mg, B2: 4.02 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 12941 mcg, Vitamin E: 36087 mg] | Minerals [Calcium: 96.64 mg, Iron: 1.24 mg, Magnesium: 0.41 mg, Zinc: 0.003 mg]"
C002,"[C002] Amaranth leaves, green (Amaranthus gangeticus)","Macronutrients [Protein: 0.19±0.028g, Fat: 0.71±0.06g, Carbs: 70.33±8.10g] | Water-Soluble Vitamins [Folate (B9): 0.44±0.05 mcg, Vitamin C: 280±15.0 mg, B1: 6 mg, B2: 16.01±2.74 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 8397±1005 mcg, Vitamin E: 20473±1060 mg] | Minerals [Calcium: 194±53.2 mg, Iron: 1.24±0.23 mg, Magnesium: 0.024±0.023 mg, Zinc: 0.017±0.008 mg]"
C003,"[C003] Amaranth leaves, red (Amaranthus gangeticus)","Macronutrients [Protein: 0.269g, Fat: 0.62g, Carbs: 81.95g] | Water-Soluble Vitamins [Folate (B9): 0.46 mcg, Vitamin C: 312 mg, B1: 1 mg, B2: 15.10 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 7439 mcg, Vitamin E: 21449 mg] | Minerals [Calcium: 177 mg, Iron: 2.15 mg, Magnesium: 0.013 mg, Zinc: 0.026 mg]"
C004,[C004] Amaranth leaves (Amaranthus gangeticus),"Macronutrients [Protein: 0.22±0.030g, Fat: 0.69±0.04g, Carbs: 69.08±6.27g] | Water-Soluble Vitamins [Folate (B9): 0.45±0.10 mcg, Vitamin C: 284±9.4 mg, B1: 4 mg, B2: 15.25±1.37 mg] | Fat-Soluble Vitamins [Vitamin A: 4 mcg, Vitamin D2: 7390±1361 mcg, Vitamin E: 20181±1961 mg] | Minerals [Calcium: 146±25.9 mg, Iron: 1.43±0.44 mg, Magnesium: 0.010±0.004 mg, Zinc: 0.030±0.020 mg]"
C005,[C005] spinosus),"Macronutrients [Protein: 0.13±0.011g, Fat: 0.63±0.02g, Carbs: 41.44±3.48g] | Water-Soluble Vitamins [Folate (B9): 0.28±0.02 mcg, Vitamin C: 443±3.6 mg, B1: 4 mg, B2: 15.23±0.28 mg] | Fat-Soluble Vitamins [Vitamin A: 4 mcg, Vitamin D2: 1861±203 mcg, Vitamin E: 4174±815 mg] | Minerals [Calcium: 202±68.2 mg, Iron: 1.07±0.31 mg, Magnesium: 0.032±0.015 mg, Zinc: 0.024±0.004 mg]"
C006,[C006] Amaranth leaves,"Macronutrients [Protein: 0.15g, Fat: 0.72g, Carbs: 44.23g] | Water-Soluble Vitamins [Folate (B9): 0.28 mcg, Vitamin C: 448 mg, B1: 2 mg, B2: 15.04 mg] | Fat-Soluble Vitamins [Vitamin A: 2 mcg, Vitamin D2: 1748 mcg, Vitamin E: 4540 mg] | Minerals [Calcium: 187 mg, Iron: 1.84 mg, Magnesium: 0.021 mg, Zinc: 0.020 mg]"
C007,[C007] Basella leaves (Basella alba),"Macronutrients [Protein: 0.15g, Fat: 0.46g, Carbs: 90.31g] | Water-Soluble Vitamins [Folate (B9): 0.16 mcg, Vitamin C: 236 mg, B1: 2 mg, B2: 9.18 mg] | Fat-Soluble Vitamins [Vitamin A: 2 mcg, Vitamin D2: 2962 mcg, Vitamin E: 5824 mg] | Minerals [Calcium: 153 mg, Iron: 1.29 mg, Magnesium: 0.006 mg, Zinc: 0.044 mg]"
C008,[C008] Bathua leaves (Chenopodium album),"Macronutrients [Protein: 0.51g, Fat: 0.54g, Carbs: 42.55g] | Water-Soluble Vitamins [Folate (B9): 0.25 mcg, Vitamin C: 224 mg, B1: 2 mg, B2: 1.01 mg] | Fat-Soluble Vitamins [Vitamin A: 2 mcg, Vitamin D2: 1795 mcg, Vitamin E: 3469 mg] | Minerals [Calcium: 48.41 mg, Iron: 1.58 mg, Magnesium: 0.18 mg, Zinc: 0.003 mg]"
C009,[C009] Beet greens (Beta vulgaris),"Macronutrients [Protein: 0.17±0.05g, Fat: 0.43±0.08g, Carbs: 11.52±1.39g] | Water-Soluble Vitamins [Folate (B9): 0.21±0.03 mcg, Vitamin C: 69.45±5.24 mg, B1: 6 mg, B2: 1.65±0.52 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 1495±329.1 mcg, Vitamin E: 3340.97±143.39 mg] | Minerals [Calcium: 3.53±1.92 mg, Iron: 0.01±0.01 mg, Magnesium: 151±46.9 mg, Zinc: 0.004±0.001 mg] | Minerals [Calcium: 120±7.8 mg, Iron: 1.16±0.04 mg, Magnesium: 0.26±0.12 mg, Zinc: 0.036±0.030 mg]"
C010,"[C010] Betel leaves, big (Kolkata) (Piper betle)","Macronutrients [Protein: 0.08±0.012g, Fat: 0.45±0.05g, Carbs: 15.96±2.25g] | Water-Soluble Vitamins [Folate (B9): 0.05±0.01 mcg, Vitamin C: 207±10.9 mg, B1: 6 mg, B2: 3.78±0.40 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 4253±1026 mcg, Vitamin E: 13735±1594 mg] | Minerals [Calcium: 2.01±0.51 mg, Iron: 1.17±0.85 mg, Magnesium: 0.002±0.001 mg, Zinc: 207±14.9 mg] | Minerals [Calcium: 107±22.4 mg, Iron: 2.57±0.77 mg, Magnesium: 0.21±0.13 mg, Zinc: 0.004±0.004 mg]"
C011,"[C011] Betel leaves, small (Piper betle)","Macronutrients [Protein: 0.07±0.009g, Fat: 0.47±0.07g, Carbs: 16.56±2.67g] | Water-Soluble Vitamins [Folate (B9): 0.03±0.01 mcg, Vitamin C: 204±4.9 mg, B1: 4 mg, B2: 2.27±0.25 mg] | Fat-Soluble Vitamins [Vitamin A: 4 mcg, Vitamin D2: 5783±460 mcg, Vitamin E: 16563±1292 mg] | Minerals [Calcium: 1.85±0.43 mg, Iron: 1.68±0.00 mg, Magnesium: 196±13.7 mg, Zinc: 0.019±0.005 mg] | Minerals [Calcium: 89.94±14.98 mg, Iron: 1.79±0.62 mg, Magnesium: 0.002±0.002 mg, Zinc: 0.043±0.017 mg]"
C012,[C012] Betel leaves,"Macronutrients [Protein: 0.16g, Fat: 0.50g, Carbs: 85.01g] | Water-Soluble Vitamins [Folate (B9): 0.21 mcg, Vitamin C: 23.60 mg, B1: 1 mg, B2: 0.26 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 1653 mcg, Vitamin E: 2564 mg] | Minerals [Calcium: 0.57 mg, Iron: 0.001 mg, Magnesium: 53.99 mg, Zinc: 0.002 mg] | Minerals [Calcium: 32.99 mg, Iron: 0.41 mg, Magnesium: 0.06 mg, Zinc: 0.013 mg]"
C013,"[C013] Cabbage, Chinese (Brassica rupa)","Macronutrients [Protein: 0.05g, Fat: 0.38g, Carbs: 54.51g] | Water-Soluble Vitamins [Folate (B9): 0.25 mcg, Vitamin C: 111 mg, B1: 1 mg, B2: 0.39 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 58.00 mcg, Vitamin E: 103 mg] | Minerals [Calcium: 58.46 mg, Iron: 0.001 mg, Magnesium: 0.05 mg, Zinc: 0.39 mg] | Minerals [Calcium: 11.51 mg, Iron: 0.19 mg, Magnesium: 33.05 mg, Zinc: 258 mg]"
C014,"[C014] Cabbage, collard","Macronutrients [Protein: 0.05g, Fat: 0.26g, Carbs: 63.46g] | Water-Soluble Vitamins [Folate (B9): 0.20 mcg, Vitamin C: 125 mg, B1: 1 mg, B2: 0.18 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 143 mcg, Vitamin E: 358 mg] | Minerals [Calcium: 2.29 mg, Iron: 0.001 mg, Magnesium: 170 mg, Zinc: 0.001 mg] | Minerals [Calcium: 45.90 mg, Iron: 1.27 mg, Magnesium: 0.004 mg, Zinc: 0.030 mg]"
C015,"[C015] Cabbage, green","Macronutrients [Protein: 0.05±0.001g, Fat: 0.24±0.02g, Carbs: 46.36±4.48g] | Water-Soluble Vitamins [Folate (B9): 0.05±0.03 mcg, Vitamin C: 113±0.5 mg, B1: 6 mg, B2: 0.21±0.02 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 3.98±1.34 mcg, Vitamin E: 273±7.3 mg] | Minerals [Calcium: 51.76±4.44 mg, Iron: 0.004±0.002 mg, Magnesium: 0.001±0.001 mg, Zinc: 0.03±0.02 mg] | Minerals [Calcium: 17.99±3.22 mg, Iron: 0.20±0.09 mg, Magnesium: 0.002±0.001 mg, Zinc: 0.009±0.003 mg]"
C016,"[C016] Cabbage, violet","Macronutrients [Protein: 0.05g, Fat: 0.27g, Carbs: 34.81g] | Water-Soluble Vitamins [Folate (B9): 0.03 mcg, Vitamin C: 117 mg, B1: 2 mg, B2: 0.19 mg] | Fat-Soluble Vitamins [Vitamin A: 2 mcg, Vitamin D2: 44.50 mcg, Vitamin E: 339 mg] | Minerals [Calcium: 48.00 mg, Iron: 0.004 mg, Magnesium: 0.002 mg, Zinc: 0.02 mg] | Minerals [Calcium: 26.87 mg, Iron: 0.19 mg, Magnesium: 0.002 mg, Zinc: 0.004 mg]"
C017,"[C017] Cabbage, violet","Macronutrients [Protein: 0.05±0.011g, Fat: 0.21±0.01g, Carbs: 42.99±3.13g] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 152±21.2 mcg, Vitamin E: 1742±9.4 mg] | Minerals [Calcium: 0.46±0.16 mg, Iron: 0.001±0.000 mg, Magnesium: 96.70±16.41 mg, Zinc: 0.014±0.007 mg] | Minerals [Calcium: 41.50±1.86 mg, Iron: 0.50±0.05 mg, Magnesium: 0.006±0.003 mg, Zinc: 0.013±0.009 mg]"
C018,"[C018] Colocasia leaves, green (Colocasia esculenta)","Macronutrients [Protein: 0.07±0.015g, Fat: 0.80±0.07g, Carbs: 159±18.5g] | Water-Soluble Vitamins [Folate (B9): 0.07±0.01 mcg, Vitamin C: 318±37.3 mg, B1: 6 mg, B2: 1.70±0.31 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 5222±1363 mcg, Vitamin E: 26820±3413 mg] | Minerals [Calcium: 2.74±1.45 mg, Iron: 0.001±0.001 mg, Magnesium: 216±50.8 mg, Zinc: 0.004±0.003 mg] | Minerals [Calcium: 59.44±16.08 mg, Iron: 1.30±0.42 mg, Magnesium: 0.25±0.07 mg, Zinc: 0.015±0.011 mg]"
C019,[C019] Drumstick leaves (Moringa oleifera),"Macronutrients [Protein: 0.45±0.042g, Fat: 0.82±0.09g, Carbs: 42.89±5.31g] | Water-Soluble Vitamins [Folate (B9): 0.31±0.01 mcg, Vitamin C: 479±26.6 mg, B1: 3 mg, B2: 14.33±0.19 mg] | Fat-Soluble Vitamins [Vitamin A: 3 mcg, Vitamin D2: 15580±3760 mcg, Vitamin E: 38765±7172 mg] | Minerals [Calcium: 1.15±0.07 mg, Iron: 1.60±0.01 mg, Magnesium: 0.001±0.000 mg, Zinc: 314±71.0 mg] | Minerals [Calcium: 97.09±10.17 mg, Iron: 1.26±0.60 mg, Magnesium: 0.036±0.000 mg, Zinc: 0.024±0.015 mg]"
C020,[C020] Fenugreek leaves (Trigonella foenum graecum),"Macronutrients [Protein: 0.22±0.023g, Fat: 0.70±0.05g, Carbs: 75.26±9.18g] | Water-Soluble Vitamins [Folate (B9): 0.36±0.14 mcg, Vitamin C: 428±32.3 mg, B1: 5 mg, B2: 2.36±0.30 mg] | Fat-Soluble Vitamins [Vitamin A: 5 mcg, Vitamin D2: 2275±754 mcg, Vitamin E: 12755±1221 mg] | Minerals [Calcium: 2.01±0.21 mg, Iron: 0.001±0.000 mg, Magnesium: 274±27.8 mg, Zinc: 0.039±0.004 mg] | Minerals [Calcium: 63.67±18.51 mg, Iron: 0.84±0.34 mg, Magnesium: 0.017±0.014 mg, Zinc: 0.034±0.013 mg]"
C021,[C021] Garden cress (Lepidium sativum),"Macronutrients [Protein: 0.06g, Fat: 1.20g, Carbs: 58.10g] | Water-Soluble Vitamins [Folate (B9): 0.74 mcg, Vitamin C: 458 mg, B1: 2 mg, B2: 0.55 mg] | Fat-Soluble Vitamins [Vitamin A: 2 mcg, Vitamin D2: 1354 mcg, Vitamin E: 5048 mg] | Minerals [Calcium: 0.003 mg, Iron: 0.005 mg, Magnesium: 217 mg, Zinc: 0.001 mg] | Minerals [Calcium: 79.24 mg, Iron: 1.20 mg, Magnesium: 0.34 mg, Zinc: 0.005 mg]"
C022,"[C022] Gogu leaves, green (Hibiscus cannabinus)","Macronutrients [Protein: 0.06±0.009g, Fat: 0.58±0.04g, Carbs: 74.94±12.55g] | Water-Soluble Vitamins [Folate (B9): 0.50±0.15 mcg, Vitamin C: 433±1.6 mg, B1: 4 mg, B2: 4.28±0.14 mg] | Fat-Soluble Vitamins [Vitamin A: 4 mcg, Vitamin D2: 5276±985 mcg, Vitamin E: 16088±3497 mg] | Minerals [Calcium: 2.30±0.29 mg, Iron: 145±15.3 mg, Magnesium: 0.061±0.014 mg, Zinc: 0.004±0.002 mg] | Minerals [Calcium: 83.09±15.88 mg, Iron: 2.03±0.32 mg, Magnesium: 0.012±0.007 mg, Zinc: 0.050±0.013 mg]"
C023,"[C023] Gogu leaves, red (Hibiscus cannabinus)","Macronutrients [Protein: 0.05g, Fat: 0.56g, Carbs: 88.63g] | Water-Soluble Vitamins [Folate (B9): 0.50 mcg, Vitamin C: 438 mg, B1: 1 mg, B2: 4.27 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 4782 mcg, Vitamin E: 15934 mg] | Minerals [Calcium: 2.74 mg, Iron: 129 mg, Magnesium: 0.040 mg, Zinc: 0.009 mg] | Minerals [Calcium: 75.75 mg, Iron: 1.75 mg, Magnesium: 0.010 mg, Zinc: 0.050 mg]"
C024,[C024] Gogu leaves,"Macronutrients [Protein: 0.15g, Fat: 0.86g, Carbs: 41.55g] | Water-Soluble Vitamins [Folate (B9): 0.53 mcg, Vitamin C: 295 mg, B1: 2 mg, B2: 0.59 mg] | Fat-Soluble Vitamins [Vitamin A: 2 mcg, Vitamin D2: 15.62 mcg, Vitamin E: 154 mg] | Minerals [Calcium: 7.98 mg, Iron: 0.004 mg, Magnesium: 368 mg, Zinc: 0.005 mg] | Minerals [Calcium: 66.00 mg, Iron: 0.70 mg, Magnesium: 0.29 mg, Zinc: 0.105 mg]"
C025,[C025] Lettuce (Lactuca sativa),"Macronutrients [Protein: 0.09±0.008g, Fat: 0.17±0.02g, Carbs: 30.69±6.48g] | Water-Soluble Vitamins [Folate (B9): 0.01±0.01 mcg, Vitamin C: 91.08±2.20 mg, B1: 3 mg, B2: 0.10±0.04 mg] | Fat-Soluble Vitamins [Vitamin A: 3 mcg, Vitamin D2: 1858±322 mcg, Vitamin E: 7532±1363 mg] | Minerals [Calcium: 0.90±0.12 mg, Iron: 1.43±0.31 mg, Magnesium: 0.003±0.001 mg, Zinc: 56.71±2.07 mg] | Minerals [Calcium: 43.22±17.56 mg, Iron: 0.38±0.15 mg, Magnesium: 0.08±0.04 mg, Zinc: 0.004±0.002 mg]"
C026,[C026] Mustard leaves (Brassica juncea),"Macronutrients [Protein: 0.18±0.015g, Fat: 0.58±0.07g, Carbs: 110±6.6g] | Water-Soluble Vitamins [Folate (B9): 0.57±0.06 mcg, Vitamin C: 192±4.1 mg, B1: 3 mg, B2: 5.40±0.33 mg] | Fat-Soluble Vitamins [Vitamin A: 3 mcg, Vitamin D2: 2939±562 mcg, Vitamin E: 6397±1014 mg] | Minerals [Calcium: 1.74±0.05 mg, Iron: 3.65±0.32 mg, Magnesium: 0.004±0.000 mg, Zinc: 191±23.8 mg] | Minerals [Calcium: 51.63±4.38 mg, Iron: 0.41±0.07 mg, Magnesium: 0.010±0.001 mg, Zinc: 0.015±0.001 mg]"
C027,[C027] Pak Choi leaves(Brassica rapa var. Chinensis),"Macronutrients [Protein: 0.22g, Fat: 0.66g, Carbs: 98.50g] | Water-Soluble Vitamins [Folate (B9): 0.03 mcg, Vitamin C: 39.85 mg, B1: 1 mg, B2: 0.10 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 2655 mcg, Vitamin E: 5111 mg] | Minerals [Calcium: 3.16 mg, Iron: 3.29 mg, Magnesium: 3.098 mg, Zinc: 150 mg] | Minerals [Calcium: 45.28 mg, Iron: 0.36 mg, Magnesium: 0.08 mg, Zinc: 0.020 mg]"
C028,[C028] Parsley (Petroselinum crispum),"Macronutrients [Protein: 0.10±0.005g, Fat: 0.36±0.01g, Carbs: 197±13.9g] | Water-Soluble Vitamins [Folate (B9): 0.35±0.05 mcg, Vitamin C: 322±3.3 mg, B1: 3 mg, B2: 5.55±0.18 mg] | Fat-Soluble Vitamins [Vitamin A: 3 mcg, Vitamin D2: 3574±455 mcg, Vitamin E: 6558±578 mg] | Minerals [Calcium: 4.04±0.97 mg, Iron: 0.007±0.002 mg, Magnesium: 288±48.7 mg, Zinc: 0.001±0.000 mg] | Minerals [Calcium: 49.18±13.89 mg, Iron: 0.91±0.01 mg, Magnesium: 0.49±0.22 mg, Zinc: 0.015±0.007 mg]"
C029,[C029] Ponnaganni (Alternanthera sessilis),"Macronutrients [Protein: 0.10g, Fat: 0.32g, Carbs: 48.42g] | Water-Soluble Vitamins [Folate (B9): 0.54 mcg, Vitamin C: 574 mg, B1: 2 mg, B2: 0.65 mg] | Fat-Soluble Vitamins [Vitamin A: 2 mcg, Vitamin D2: 5201 mcg, Vitamin E: 24206 mg] | Minerals [Calcium: 2.68 mg, Iron: 0.004 mg, Magnesium: 388 mg, Zinc: 0.002 mg] | Minerals [Calcium: 80.39 mg, Iron: 0.66 mg, Magnesium: 0.34 mg, Zinc: 0.002 mg]"
C030,"[C030] Pumpkin leaves, tender (Cucurbita maxima)","Macronutrients [Protein: 0.13±0.025g, Fat: 1.49±0.09g, Carbs: 33.82±4.70g] | Water-Soluble Vitamins [Folate (B9): 1.69±0.05 mcg, Vitamin C: 243±11.1 mg, B1: 6 mg, B2: 3.19±0.18 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 6139±982 mcg, Vitamin E: 8247±720 mg] | Minerals [Calcium: 4.70±0.90 mg, Iron: 0.001±0.001 mg, Magnesium: 271±73.6 mg, Zinc: 0.053±0.016 mg] | Minerals [Calcium: 84.21±9.97 mg, Iron: 1.14±0.60 mg, Magnesium: 0.031±0.016 mg, Zinc: 0.027±0.014 mg]"
C031,[C031] Radish leaves (Raphanus sativus),"Macronutrients [Protein: 0.13±0.024g, Fat: 0.47±0.06g, Carbs: 53.14±5.32g] | Water-Soluble Vitamins [Folate (B9): 0.08±0.03 mcg, Vitamin C: 185±3.3 mg, B1: 6 mg, B2: 1.39±0.08 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 1741±190 mcg, Vitamin E: 9339±854 mg] | Minerals [Calcium: 1.95±0.47 mg, Iron: 4.91±0.52 mg, Magnesium: 0.003±0.001 mg, Zinc: 234±53.1 mg] | Minerals [Calcium: 57.96±15.93 mg, Iron: 0.90±0.59 mg, Magnesium: 0.019±0.022 mg, Zinc: 0.025±0.010 mg]"
C032,[C032] Rumex leaves (Rumex patientia),"Macronutrients [Protein: 0.14g, Fat: 0.33g, Carbs: 41.01g] | Water-Soluble Vitamins [Folate (B9): 0.51 mcg, Vitamin C: 126 mg, B1: 2 mg, B2: 0.10 mg] | Fat-Soluble Vitamins [Vitamin A: 2 mcg, Vitamin D2: 2370 mcg, Vitamin E: 8290 mg] | Minerals [Calcium: 3.15 mg, Iron: 2.75 mg, Magnesium: 0.001 mg, Zinc: 131 mg] | Minerals [Calcium: 48.33 mg, Iron: 0.82 mg, Magnesium: 0.47 mg, Zinc: 0.015 mg]"
C033,[C033] Spinach (Spinacia oleracea),"Macronutrients [Protein: 0.10±0.009g, Fat: 0.33±0.03g, Carbs: 142±10.3g] | Water-Soluble Vitamins [Folate (B9): 1.29±0.02 mcg, Vitamin C: 325±2.3 mg, B1: 6 mg, B2: 0.26±0.03 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 3850±926 mcg, Vitamin E: 9553±1491 mg] | Minerals [Calcium: 1.51±0.47 mg, Iron: 82.29±6.51 mg, Magnesium: 0.028±0.005 mg, Zinc: 0.002±0.001 mg] | Minerals [Calcium: 86.97±8.58 mg, Iron: 1.12±0.42 mg, Magnesium: 0.008±0.004 mg, Zinc: 0.025±0.004 mg]"
C034,"[C034] Tamarind leaves, tender (Tamarindus indica)","Macronutrients [Protein: 0.03±0.007g, Fat: 0.79±0.02g, Carbs: 91.82±9.56g] | Water-Soluble Vitamins [Folate (B9): 0.81±0.01 mcg, Vitamin C: 249±6.6 mg, B1: 3 mg, B2: 2.62±0.00 mg] | Fat-Soluble Vitamins [Vitamin A: 3 mcg, Vitamin D2: 58.83±10.16 mcg, Vitamin E: 4002±389 mg] | Minerals [Calcium: 66.93±0.96 mg, Iron: 0.002±0.001 mg, Magnesium: 0.56±0.04 mg, Zinc: 2.84±0.70 mg] | Minerals [Calcium: 42.10±0.80 mg, Iron: 0.64±0.05 mg, Magnesium: 86.86±2.14 mg, Zinc: 465±4.0 mg]"
D001,[D001] Ash gourd (Benincasa hispida),"Macronutrients [Protein: 0.01±0.001g, Fat: 0.12±0.02g, Carbs: 14.11±1.85g] | Water-Soluble Vitamins [Folate (B9): 0.02±0.01 mcg, Vitamin C: 27.15±0.45 mg, B1: 6 mg, B2: 1.35±0.18 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 18.29±4.23 mcg, Vitamin E: 66.67±10.19 mg] | Minerals [Calcium: 0.04±0.02 mg, Iron: 19.39±1.46 mg, Magnesium: 0.006±0.002 mg, Zinc: 0.001±0.001 mg] | Minerals [Calcium: 19.95±6.83 mg, Iron: 0.09±0.03 mg, Magnesium: 0.008±0.004 mg, Zinc: 0.008±0.004 mg]"
D002,"[D002] Bamboo shoot, tender (Bambusa vulgaris)","Macronutrients [Protein: 0.06g, Fat: 0.25g, Carbs: 17.05g] | Water-Soluble Vitamins [Folate (B9): 0.05 mcg, Vitamin C: 1.13 mg, B1: 1 mg, B2: 0.41 mg] | Fat-Soluble Vitamins [Vitamin A: 1 mcg, Vitamin D2: 2.50 mcg, Vitamin E: 11.60 mg] | Minerals [Calcium: 0.03 mg, Iron: 10.00 mg, Magnesium: 0.004 mg, Zinc: 0.14 mg] | Minerals [Calcium: 8.28 mg, Iron: 0.42 mg, Magnesium: 0.008 mg, Zinc: 39.63 mg]"
D003,"[D003] Bean scarlet, tender (Phaseolus coccineus)","Macronutrients [Protein: 0.12±0.016g, Fat: 0.52±0.08g, Carbs: 45.26±0.73g] | Water-Soluble Vitamins [Folate (B9): 0.15±0.03 mcg, Vitamin C: 60.10±3.36 mg, B1: 5 mg, B2: 1.40±0.17 mg] | Fat-Soluble Vitamins [Vitamin A: 5 mcg, Vitamin D2: 98.51±21.39 mcg, Vitamin E: 1055±156 mg] | Minerals [Calcium: 0.30±0.07 mg, Iron: 43.48±18.32 mg, Magnesium: 0.001±0.000 mg, Zinc: 0.17±0.01 mg] | Minerals [Calcium: 43.75±1.66 mg, Iron: 0.37±0.02 mg, Magnesium: 0.039±0.016 mg, Zinc: 0.027±0.013 mg]"
D004,"[D004] Bitter gourd,","Macronutrients [Protein: 0.04±0.009g, Fat: 0.27±0.03g, Carbs: 60.28±7.22g] | Water-Soluble Vitamins [Folate (B9): 0.03±0.01 mcg, Vitamin C: 4.55±0.36 mg, B1: 6 mg, B2: 1.92±0.28 mg] | Fat-Soluble Vitamins [Vitamin A: 6 mcg, Vitamin D2: 282±101 mcg, Vitamin E: 717±179 mg] | Minerals [Calcium: 0.37±0.20 mg, Iron: 21.36±3.00 mg, Magnesium: 0.014±0.002 mg, Zinc: 0.002±0.001 mg] | Minerals [Calcium: 32.14±5.53 mg, Iron: 0.25±0.02 mg, Magnesium: 0.004±0.001 mg, Zinc: 0.015±0.012 mg]"
